sample	coverage	taxonomy
11_25_TCR_R1_paired	0.45	Root; d__Bacteria; p__Chloroflexota; c__Dehalococcoidia; o__DSTF01
11_25_TCR_R1_paired	0.27	Root; d__Bacteria; p__Chloroflexota; c__Dehalococcoidia; o__SM23-28-2
11_25_TCR_R1_paired	0.77	Root; d__Bacteria; p__Chloroflexota; c__Dehalococcoidia; o__SAR202
11_25_TCR_R1_paired	0.17	Root; d__Bacteria; p__Chloroflexota; c__Dehalococcoidia; o__UBA3495
11_25_TCR_R1_paired	0.11	Root; d__Bacteria; p__Chloroflexota; c__Limnocylindria; o__Limnocylindrales
11_25_TCR_R1_paired	0.77	Root; d__Bacteria; p__Chloroflexota; c__Chloroflexia; o__Thermomicrobiales
11_25_TCR_R1_paired	7.46	Root; d__Bacteria; p__Planctomycetota; c__Planctomycetia; o__Pirellulales
11_25_TCR_R1_paired	0.23	Root; d__Bacteria; p__Planctomycetota; c__Planctomycetia; o__Gemmatales
11_25_TCR_R1_paired	0.41	Root; d__Bacteria; p__Planctomycetota; c__Planctomycetia; o__JALXBF01
11_25_TCR_R1_paired	0.47	Root; d__Bacteria; p__Planctomycetota; c__J058; o__J058
11_25_TCR_R1_paired	0.35	Root; d__Bacteria; p__Planctomycetota; c__UBA1135; o__UBA2386
11_25_TCR_R1_paired	0.38	Root; d__Bacteria; p__Planctomycetota; c__UBA1135; o__UBA1135
11_25_TCR_R1_paired	0.33	Root; d__Bacteria; p__Planctomycetota; c__PLA2; o__PLA2
11_25_TCR_R1_paired	0.17	Root; d__Bacteria; p__Planctomycetota; c__Phycisphaerae; o__SM23-33
11_25_TCR_R1_paired	1.3	Root; d__Bacteria; p__Planctomycetota; c__Phycisphaerae; o__Phycisphaerales
11_25_TCR_R1_paired	1.59	Root; d__Bacteria; p__Planctomycetota; c__Phycisphaerae; o__Sedimentisphaerales
11_25_TCR_R1_paired	1.38	Root; d__Bacteria; p__Planctomycetota; c__Phycisphaerae; o__UBA1845
11_25_TCR_R1_paired	0.59	Root; d__Bacteria; p__Planctomycetota; c__UBA8108; o__UBA1146
11_25_TCR_R1_paired	0.92	Root; d__Bacteria; p__Planctomycetota; c__UBA8108; o__UBA8108
11_25_TCR_R1_paired	0.06	Root; d__Bacteria; p__Planctomycetota; c__JAJSAM01; o__JAKLKS01
11_25_TCR_R1_paired	0.37	Root; d__Bacteria; p__Planctomycetota; c__Brocadiia; o__Brocadiales
11_25_TCR_R1_paired	0.34	Root; d__Bacteria; p__Planctomycetota; c__B15-G4; o__B15-G4
11_25_TCR_R1_paired	0.34	Root; d__Bacteria; p__Planctomycetota; c__GCA-002687715; o__GCA-002687715
11_25_TCR_R1_paired	4.31	Root; d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales
11_25_TCR_R1_paired	2.15	Root; d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Chitinophagales
11_25_TCR_R1_paired	10.05	Root; d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales
11_25_TCR_R1_paired	2.18	Root; d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Cytophagales
11_25_TCR_R1_paired	0.35	Root; d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__NS11-12g
11_25_TCR_R1_paired	0.27	Root; d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__J057
11_25_TCR_R1_paired	0.24	Root; d__Bacteria; p__Eisenbacteria; c__RBG-16-71-46; o__JABDJR01
11_25_TCR_R1_paired	1.21	Root; d__Bacteria; p__Eisenbacteria; c__RBG-16-71-46; o__CAIMUX01
11_25_TCR_R1_paired	0.62	Root; d__Bacteria; p__Eisenbacteria; c__RBG-16-71-46; o__RBG-16-71-46
11_25_TCR_R1_paired	0.46	Root; d__Bacteria; p__Acidobacteriota; c__UBA890; o__UBA890
11_25_TCR_R1_paired	5.65	Root; d__Bacteria; p__Acidobacteriota; c__Thermoanaerobaculia; o__Multivoradales
11_25_TCR_R1_paired	0.39	Root; d__Bacteria; p__Acidobacteriota; c__Thermoanaerobaculia; o__Thermoanaerobaculales
11_25_TCR_R1_paired	0.06	Root; d__Bacteria; p__Acidobacteriota; c__Thermoanaerobaculia; o__Gp7-AA8
11_25_TCR_R1_paired	0.45	Root; d__Bacteria; p__Acidobacteriota; c__Thermoanaerobaculia; o__UBA5066
11_25_TCR_R1_paired	2.08	Root; d__Bacteria; p__Acidobacteriota; c__UBA6911; o__RPQK01
11_25_TCR_R1_paired	0.71	Root; d__Bacteria; p__Acidobacteriota; c__Terriglobia; o__Bryobacterales
11_25_TCR_R1_paired	0.61	Root; d__Bacteria; p__Acidobacteriota; c__Terriglobia; o__Terriglobales
11_25_TCR_R1_paired	3.18	Root; d__Bacteria; p__Acidobacteriota; c__Vicinamibacteria; o__Vicinamibacterales
11_25_TCR_R1_paired	0.23	Root; d__Bacteria; p__Acidobacteriota; c__Vicinamibacteria; o__Fen-336
11_25_TCR_R1_paired	0.51	Root; d__Bacteria; p__Acidobacteriota; c__Vicinamibacteria; o__Marinacidobacterales
11_25_TCR_R1_paired	3.54	Root; d__Bacteria; p__Acidobacteriota; c__Polarisedimenticolia; o__Polarisedimenticolales
11_25_TCR_R1_paired	0.35	Root; d__Bacteria; p__Acidobacteriota; c__Polarisedimenticolia; o__JACPZX01
11_25_TCR_R1_paired	0.06	Root; d__Bacteria; p__Acidobacteriota; c__Polarisedimenticolia; o__Gp22-AA2
11_25_TCR_R1_paired	0.98	Root; d__Bacteria; p__Gemmatimonadota; c__Gemmatimonadetes; o__Longimicrobiales
11_25_TCR_R1_paired	0.34	Root; d__Bacteria; p__Gemmatimonadota; c__Gemmatimonadetes; o__Palauibacterales
11_25_TCR_R1_paired	0.61	Root; d__Bacteria; p__Gemmatimonadota; c__Gemmatimonadetes; o__Gemmatimonadales
11_25_TCR_R1_paired	5.4	Root; d__Bacteria; p__Myxococcota_A; c__UBA9160; o__UBA9160
11_25_TCR_R1_paired	13.95	Root; d__Bacteria; p__Actinomycetota; c__Acidimicrobiia; o__Acidimicrobiales
11_25_TCR_R1_paired	2.66	Root; d__Bacteria; p__Actinomycetota; c__Acidimicrobiia; o__UBA5794
11_25_TCR_R1_paired	0.97	Root; d__Bacteria; p__Actinomycetota; c__Acidimicrobiia; o__IMCC26256
11_25_TCR_R1_paired	0.61	Root; d__Bacteria; p__Actinomycetota; c__Actinomycetes; o__Propionibacteriales
11_25_TCR_R1_paired	2.02	Root; d__Bacteria; p__Actinomycetota; c__Actinomycetes; o__Mycobacteriales
11_25_TCR_R1_paired	0.85	Root; d__Bacteria; p__Actinomycetota; c__Actinomycetes; o__S36-B12
11_25_TCR_R1_paired	4.05	Root; d__Bacteria; p__Actinomycetota; c__Actinomycetes; o__Actinomycetales
11_25_TCR_R1_paired	0.29	Root; d__Bacteria; p__Actinomycetota; c__Actinomycetes; o__Streptomycetales
11_25_TCR_R1_paired	0.15	Root; d__Bacteria; p__Actinomycetota; c__Thermoleophilia; o__Gaiellales
11_25_TCR_R1_paired	0.94	Root; d__Bacteria; p__Actinomycetota; c__Thermoleophilia; o__Solirubrobacterales
11_25_TCR_R1_paired	2.37	Root; d__Bacteria; p__Actinomycetota; c__Nitriliruptoria; o__Nitriliruptorales
11_25_TCR_R1_paired	0.66	Root; d__Bacteria; p__Actinomycetota; c__Nitriliruptoria; o__Euzebyales
11_25_TCR_R1_paired	2.54	Root; d__Bacteria; p__Actinomycetota; c__Coriobacteriia; o__Anaerosomatales
11_25_TCR_R1_paired	1.15	Root; d__Bacteria; p__Actinomycetota; c__Coriobacteriia; o__Coriobacteriales
11_25_TCR_R1_paired	0.48	Root; d__Bacteria; p__Actinomycetota; c__UBA4738; o__UBA4738
