sample	coverage	taxonomy
11_25_FSP_R1_paired	9.74	Root; d__Bacteria; p__Planctomycetota; c__Planctomycetia; o__Pirellulales
11_25_FSP_R1_paired	0.66	Root; d__Bacteria; p__Planctomycetota; c__Planctomycetia; o__Gemmatales
11_25_FSP_R1_paired	0.41	Root; d__Bacteria; p__Planctomycetota; c__UBA1135; o__UBA1135
11_25_FSP_R1_paired	0.42	Root; d__Bacteria; p__Planctomycetota; c__UBA1135; o__UBA2386
11_25_FSP_R1_paired	0.3	Root; d__Bacteria; p__Planctomycetota; c__JAJSAM01; o__JAKLKS01
11_25_FSP_R1_paired	2.16	Root; d__Bacteria; p__Planctomycetota; c__Phycisphaerae; o__Phycisphaerales
11_25_FSP_R1_paired	0.53	Root; d__Bacteria; p__Planctomycetota; c__Phycisphaerae; o__Sedimentisphaerales
11_25_FSP_R1_paired	1.6	Root; d__Bacteria; p__Planctomycetota; c__Phycisphaerae; o__UBA1845
11_25_FSP_R1_paired	0.35	Root; d__Bacteria; p__Planctomycetota; c__Phycisphaerae; o__Tepidisphaerales
11_25_FSP_R1_paired	0.47	Root; d__Bacteria; p__Planctomycetota; c__PLA2; o__PLA2
11_25_FSP_R1_paired	0.61	Root; d__Bacteria; p__Planctomycetota; c__J058; o__J058
11_25_FSP_R1_paired	0.67	Root; d__Bacteria; p__Planctomycetota; c__UBA8108; o__UBA8108
11_25_FSP_R1_paired	0.73	Root; d__Bacteria; p__Planctomycetota; c__UBA8108; o__UBA1146
11_25_FSP_R1_paired	1.25	Root; d__Bacteria; p__Planctomycetota; c__B15-G4; o__B15-G4
11_25_FSP_R1_paired	0.2	Root; d__Bacteria; p__Planctomycetota; c__GCA-002687715; o__GCA-002687715
11_25_FSP_R1_paired	0.39	Root; d__Bacteria; p__Chloroflexota; c__Anaerolineae; o__Promineifilales
11_25_FSP_R1_paired	0.6	Root; d__Bacteria; p__Chloroflexota; c__Anaerolineae; o__4572-78
11_25_FSP_R1_paired	0.06	Root; d__Bacteria; p__Chloroflexota; c__Anaerolineae; o__Epilineales
11_25_FSP_R1_paired	0.9	Root; d__Bacteria; p__Chloroflexota; c__Anaerolineae; o__Aggregatilineales
11_25_FSP_R1_paired	0.45	Root; d__Bacteria; p__Chloroflexota; c__Anaerolineae; o__B4-G1
11_25_FSP_R1_paired	3.08	Root; d__Bacteria; p__Chloroflexota; c__Anaerolineae; o__Anaerolineales
11_25_FSP_R1_paired	0.72	Root; d__Bacteria; p__Chloroflexota; c__Dehalococcoidia; o__DSTF01
11_25_FSP_R1_paired	0.17	Root; d__Bacteria; p__Chloroflexota; c__Dehalococcoidia; o__SM23-28-2
11_25_FSP_R1_paired	0.28	Root; d__Bacteria; p__Chloroflexota; c__Dehalococcoidia; o__SAR202
11_25_FSP_R1_paired	0.45	Root; d__Bacteria; p__Chloroflexota; c__Limnocylindria; o__Limnocylindrales
11_25_FSP_R1_paired	0.58	Root; d__Bacteria; p__Chloroflexota; c__Chloroflexia; o__Thermomicrobiales
11_25_FSP_R1_paired	0.4	Root; d__Bacteria; p__Bacillota; c__Bacilli; o__Bacillales_G
11_25_FSP_R1_paired	1.21	Root; d__Bacteria; p__Bacillota; c__Bacilli; o__Bacillales_D
11_25_FSP_R1_paired	0.56	Root; d__Bacteria; p__Bacillota; c__Bacilli; o__Lactobacillales
11_25_FSP_R1_paired	0.41	Root; d__Bacteria; p__Bacillota; c__Bacilli; o__Bacillales
11_25_FSP_R1_paired	1.14	Root; d__Bacteria; p__Bacillota; c__Bacilli; o__Bacillales_B
11_25_FSP_R1_paired	0.47	Root; d__Bacteria; p__Bacillota; c__Clostridia; o__Lachnospirales
11_25_FSP_R1_paired	0.35	Root; d__Bacteria; p__Bacillota; c__Clostridia; o__Peptostreptococcales
11_25_FSP_R1_paired	1.06	Root; d__Bacteria; p__Bacillota; c__Clostridia; o__Oscillospirales
11_25_FSP_R1_paired	1.66	Root; d__Bacteria; p__Bacillota; c__Clostridia; o__Christensenellales
11_25_FSP_R1_paired	0.35	Root; d__Bacteria; p__Bacillota; c__Clostridia; o__Clostridiales
11_25_FSP_R1_paired	0.42	Root; d__Bacteria; p__Gemmatimonadota; c__Gemmatimonadetes; o__Longimicrobiales
11_25_FSP_R1_paired	0.23	Root; d__Bacteria; p__Gemmatimonadota; c__Gemmatimonadetes; o__Palauibacterales
11_25_FSP_R1_paired	0.3	Root; d__Bacteria; p__Gemmatimonadota; c__Gemmatimonadetes; o__Gemmatimonadales
11_25_FSP_R1_paired	0.31	Root; d__Bacteria; p__Desulfobacterota_D; c__UBA1144; o__UBA2774
11_25_FSP_R1_paired	5.09	Root; d__Bacteria; p__Myxococcota_A; c__UBA9160; o__UBA9160
11_25_FSP_R1_paired	4.52	Root; d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales
11_25_FSP_R1_paired	2.11	Root; d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Cytophagales
11_25_FSP_R1_paired	2.36	Root; d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Chitinophagales
11_25_FSP_R1_paired	4.99	Root; d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales
11_25_FSP_R1_paired	0.35	Root; d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__NS11-12g
