sample	coverage	taxonomy
25_12_LLN_R1_paired	0.38	Root; d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria; o__Francisellales
25_12_LLN_R1_paired	5.39	Root; d__Bacteria; p__Patescibacteriota; c__Microgenomatia; o__UBA1400
25_12_LLN_R1_paired	0.25	Root; d__Bacteria; p__Patescibacteriota; c__Microgenomatia; o__Levybacterales
25_12_LLN_R1_paired	1.05	Root; d__Bacteria; p__Patescibacteriota; c__Microgenomatia; o__GWA2-44-7
25_12_LLN_R1_paired	0.72	Root; d__Bacteria; p__Patescibacteriota; c__Microgenomatia; o__PFEM01
25_12_LLN_R1_paired	0.36	Root; d__Bacteria; p__Patescibacteriota; c__Microgenomatia; o__UBA1406
25_12_LLN_R1_paired	7.65	Root; d__Bacteria; p__Patescibacteriota; c__Minisyncoccia; o__UBA9973
25_12_LLN_R1_paired	2.73	Root; d__Bacteria; p__Patescibacteriota; c__Minisyncoccia; o__Moranbacterales
25_12_LLN_R1_paired	0.96	Root; d__Bacteria; p__Patescibacteriota; c__Minisyncoccia; o__UBA6257
25_12_LLN_R1_paired	1.25	Root; d__Bacteria; p__Patescibacteriota; c__Minisyncoccia; o__Minisyncoccales
25_12_LLN_R1_paired	18.17	Root; d__Bacteria; p__Patescibacteriota; c__Saccharimonadia; o__Saccharimonadales
25_12_LLN_R1_paired	0.63	Root; d__Bacteria; p__Patescibacteriota; c__Saccharimonadia; o__CAILAD01
25_12_LLN_R1_paired	1.13	Root; d__Bacteria; p__Patescibacteriota; c__Gracilibacteria; o__UBA1369
25_12_LLN_R1_paired	0.28	Root; d__Bacteria; p__Patescibacteriota; c__Gracilibacteria; o__CAIRYL01
25_12_LLN_R1_paired	0.28	Root; d__Bacteria; p__Patescibacteriota; c__Gracilibacteria; o__RBG-16-42-10
25_12_LLN_R1_paired	0.57	Root; d__Bacteria; p__Patescibacteriota; c__Dojkabacteria; o__B142
25_12_LLN_R1_paired	0.46	Root; d__Bacteria; p__Patescibacteriota; c__Dojkabacteria; o__SC72
25_12_LLN_R1_paired	0.34	Root; d__Bacteria; p__Patescibacteriota; c__Dojkabacteria; o__J137
25_12_LLN_R1_paired	4.06	Root; d__Bacteria; p__Patescibacteriota; c__Patescibacteriia; o__Patescibacteriales
25_12_LLN_R1_paired	0.69	Root; d__Bacteria; p__Patescibacteriota; c__Patescibacteriia; o__UBA1558
25_12_LLN_R1_paired	0.41	Root; d__Bacteria; p__Patescibacteriota; c__Patescibacteriia; o__Magasanikbacterales
25_12_LLN_R1_paired	0.28	Root; d__Bacteria; p__Patescibacteriota; c__Patescibacteriia; o__SG8-24
25_12_LLN_R1_paired	0.85	Root; d__Bacteria; p__Patescibacteriota; c__Patescibacteriia; o__UBA9934
25_12_LLN_R1_paired	0.4	Root; d__Bacteria; p__Patescibacteriota; c__Patescibacteriia; o__UBA2591
25_12_LLN_R1_paired	0.48	Root; d__Bacteria; p__Patescibacteriota; c__Patescibacteriia; o__UBA9570
25_12_LLN_R1_paired	0.62	Root; d__Bacteria; p__Patescibacteriota; c__Patescibacteriia; o__UBA2196
25_12_LLN_R1_paired	0.4	Root; d__Bacteria; p__Patescibacteriota; c__Patescibacteriia; o__UBA11705
25_12_LLN_R1_paired	0.12	Root; d__Bacteria; p__Patescibacteriota; c__WWE3; o__UBA101185
25_12_LLN_R1_paired	0.45	Root; d__Bacteria; p__Patescibacteriota; c__CPR3; o__CPR3
25_12_LLN_R1_paired	0.57	Root; d__Bacteria; p__Patescibacteriota; c__JABMPQ01; o__JABMPQ01
25_12_LLN_R1_paired	1.52	Root; d__Bacteria; p__Acidobacteriota; c__Vicinamibacteria; o__Marinacidobacterales
25_12_LLN_R1_paired	0.08	Root; d__Bacteria; p__Acidobacteriota; c__Vicinamibacteria; o__Fen-336
25_12_LLN_R1_paired	1.5	Root; d__Bacteria; p__Acidobacteriota; c__Vicinamibacteria; o__Vicinamibacterales
25_12_LLN_R1_paired	7.11	Root; d__Bacteria; p__Acidobacteriota; c__Thermoanaerobaculia; o__Multivoradales
25_12_LLN_R1_paired	0.66	Root; d__Bacteria; p__Acidobacteriota; c__Thermoanaerobaculia; o__Thermoanaerobaculales
25_12_LLN_R1_paired	0.57	Root; d__Bacteria; p__Acidobacteriota; c__Thermoanaerobaculia; o__UBA5066
25_12_LLN_R1_paired	1.88	Root; d__Bacteria; p__Acidobacteriota; c__UBA6911; o__RPQK01
